product_id,product_name,category,subcategory,price_min,price_max,item_type,weight,tags
OFF0252,Pulsa Telkomsel 10k Large,PulsaVoucher,Pulsa Telkomsel 10k,12622,41434,offline,0.198,"pulsa,telkomsel,10k"
OFF0253,Pulsa Telkomsel 20k Large,PulsaVoucher,Pulsa Telkomsel 20k,14168,36639,offline,0.07,"pulsa,telkomsel,20k"
OFF0254,Voucher Google Play 20k Pack,PulsaVoucher,Voucher Google Play 20k,19096,29825,offline,0.127,"voucher,google,play,20k"
OFF0255,Pulsa XL 20k Small,PulsaVoucher,Pulsa XL 20k,4409,26332,offline,0.094,"pulsa,xl,20k"
OFF0256,Gudang Garam Surya 500g,Rokok,Gudang Garam Surya,17391,47305,offline,0.097,"gudang,garam,surya"
OFF0257,Djarum Super 12,Rokok,Djarum Super 12,14950,37505,offline,0.088,"djarum,super,12"
OFF0258,Marlboro Gold Pack,Rokok,Marlboro Gold,13422,36567,offline,0.07,"marlboro,gold"
OFF0259,Djarum Super 12 250g,Rokok,Djarum Super 12,14509,39288,offline,0.064,"djarum,super,12"
OFF0260,Sampoerna Mild 12,Rokok,Sampoerna Mild 12,4516,10684,offline,0.054,"sampoerna,mild,12"
OFF0261,Gudang Garam Surya Large,Rokok,Gudang Garam Surya,18879,23307,offline,0.161,"gudang,garam,surya"
OFF0262,Djarum Super 12 500g,Rokok,Djarum Super 12,13305,34739,offline,0.13,"djarum,super,12"
OFF0263,Sampoerna Mild 12 250g,Rokok,Sampoerna Mild 12,5433,26342,offline,0.035,"sampoerna,mild,12"
OFF0264,Sampoerna Mild 12,Rokok,Sampoerna Mild 12,3111,11225,offline,0.01,"sampoerna,mild,12"
OFF0265,LA Lights 12 500g,Rokok,LA Lights 12,9158,24142,offline,0.068,"la,lights,12"
OFF0266,Marlboro Red,Rokok,Marlboro Red,4623,25413,offline,0.087,"marlboro,red"
OFF0267,LA Lights 12 Large,Rokok,LA Lights 12,5745,10353,offline,0.095,"la,lights,12"
OFF0268,Gudang Garam Surya Small,Rokok,Gudang Garam Surya,14025,40543,offline,0.054,"gudang,garam,surya"
OFF0269,LA Lights 12,Rokok,LA Lights 12,8566,22779,offline,0.071,"la,lights,12"
OFF0270,Marlboro Gold Large,Rokok,Marlboro Gold,13283,37582,offline,0.012,"marlboro,gold"
OFF0271,Saus Indofood Pack,Groceries,Saus Indofood,5105,29909,offline,0.16,"saus,indofood"
OFF0272,Corned Beef,Groceries,Corned Beef,17518,21416,offline,0.082,"corned,beef"
OFF0273,Saus Indofood 250g,Groceries,Saus Indofood,6472,36442,offline,0.057,"saus,indofood"
OFF0274,Kacang Garuda Pack,Groceries,Kacang Garuda,19425,37215,offline,0.185,"kacang,garuda"
OFF0275,Madu TJ 150ml 250g,Groceries,Madu TJ 150ml,6596,12153,offline,0.147,"madu,tj,150ml"
OFF0276,Sarden Botan 250g,Groceries,Sarden Botan,6642,21095,offline,0.064,"sarden,botan"
OFF0277,Oatmeal Quaker Pack,Groceries,Oatmeal Quaker,14853,35059,offline,0.054,"oatmeal,quaker"
OFF0278,Roti Sari Roti 250g,Groceries,Roti Sari Roti,15603,20361,offline,0.093,"roti,sari,roti"
OFF0279,Kacang Garuda Pack,Groceries,Kacang Garuda,4838,34391,offline,0.172,"kacang,garuda"
OFF0280,Sarden Botan Large,Groceries,Sarden Botan,5780,9886,offline,0.14,"sarden,botan"
OFF0281,Corned Beef Pack,Groceries,Corned Beef,13719,19387,offline,0.106,"corned,beef"
OFF0282,Oatmeal Quaker Large,Groceries,Oatmeal Quaker,4743,25504,offline,0.17,"oatmeal,quaker"
OFF0283,Kacang Garuda 250g,Groceries,Kacang Garuda,16286,43042,offline,0.125,"kacang,garuda"
OFF0284,Roti Sari Roti 250g,Groceries,Roti Sari Roti,15805,39290,offline,0.064,"roti,sari,roti"
OFF0285,Sarden ABC 250g,Groceries,Sarden ABC,5189,12944,offline,0.175,"sarden,abc"
OFF0286,Oatmeal Quaker Pack,Groceries,Oatmeal Quaker,4711,30065,offline,0.196,"oatmeal,quaker"
OFF0287,Sarden Botan Large,Groceries,Sarden Botan,13259,28634,offline,0.112,"sarden,botan"
OFF0288,Roti Sari Roti 250g,Groceries,Roti Sari Roti,17687,22237,offline,0.186,"roti,sari,roti"
OFF0289,Sarden ABC Large,Groceries,Sarden ABC,3711,24248,offline,0.139,"sarden,abc"
OFF0290,Oatmeal Quaker 500g,Groceries,Oatmeal Quaker,4453,31969,offline,0.131,"oatmeal,quaker"
OFF0291,Roti Sari Roti 500g,Groceries,Roti Sari Roti,5803,18826,offline,0.086,"roti,sari,roti"
OFF0292,Roti Sari Roti 250g,Groceries,Roti Sari Roti,13988,39221,offline,0.162,"roti,sari,roti"
OFF0293,Madu TJ 150ml Large,Groceries,Madu TJ 150ml,19272,21667,offline,0.059,"madu,tj,150ml"
OFF0294,Corned Beef Large,Groceries,Corned Beef,17477,46714,offline,0.127,"corned,beef"
OFF0295,Saus Indofood Small,Groceries,Saus Indofood,5824,12845,offline,0.111,"saus,indofood"
OFF0296,Corned Beef Small,Groceries,Corned Beef,19210,47914,offline,0.02,"corned,beef"
OFF0297,Oatmeal Quaker Pack,Groceries,Oatmeal Quaker,17258,35058,offline,0.15,"oatmeal,quaker"
OFF0298,Sarden ABC Pack,Groceries,Sarden ABC,4329,22720,offline,0.193,"sarden,abc"
OFF0299,Sarden ABC,Groceries,Sarden ABC,7682,33903,offline,0.025,"sarden,abc"
OFF0300,Sarden ABC 250g,Groceries,Sarden ABC,15736,22464,offline,0.069,"sarden,abc"
ON0001,Hoodie Pro,Fashion,Hoodie,15713,222290,online,0.087,hoodie
ON0002,Cargo Pants,Fashion,Cargo Pants,34846,180408,online,0.117,"cargo,pants"
ON0003,Blouse,Fashion,Blouse,20463,60867,online,0.074,blouse
ON0004,Blouse Small,Fashion,Blouse,20733,26170,online,0.182,blouse
ON0005,Jeans Limited,Fashion,Jeans,14579,21307,online,0.07,jeans
ON0006,Knit Sweater Premium,Fashion,Knit Sweater,12876,42193,online,0.137,"knit,sweater"
ON0007,Sneakers,Fashion,Sneakers,29123,272975,online,0.092,sneakers
ON0008,Bucket Hat Pro,Fashion,Bucket Hat,40755,265389,online,0.017,"bucket,hat"
ON0009,Crop Top Set,Fashion,Crop Top,44188,259295,online,0.102,"crop,top"
ON0010,Oversize Shirt Set,Fashion,Oversize Shirt,10822,120217,online,0.18,"oversize,shirt"
ON0011,Oversize Shirt Limited,Fashion,Oversize Shirt,45292,217632,online,0.161,"oversize,shirt"
ON0012,Bucket Hat Limited,Fashion,Bucket Hat,34544,173254,online,0.016,"bucket,hat"
ON0013,Sandals Premium,Fashion,Sandals,41909,219419,online,0.06,sandals
ON0014,Blouse Set,Fashion,Blouse,46320,153868,online,0.178,blouse
ON0015,Knit Sweater Limited,Fashion,Knit Sweater,47563,256704,online,0.074,"knit,sweater"
ON0016,Tote Bag Premium,Fashion,Tote Bag,33823,42186,online,0.18,"tote,bag"
ON0017,Jersey Limited,Fashion,Jersey,44864,181200,online,0.147,jersey
ON0018,Hoodie Pro,Fashion,Hoodie,42425,247752,online,0.13,hoodie
ON0019,Jersey V2,Fashion,Jersey,21638,66945,online,0.198,jersey
ON0020,Knit Sweater Limited,Fashion,Knit Sweater,40231,56799,online,0.012,"knit,sweater"
ON0021,Knit Sweater Small,Fashion,Knit Sweater,11376,83579,online,0.162,"knit,sweater"
ON0022,Cardigan Limited,Fashion,Cardigan,37548,42641,online,0.031,cardigan
ON0023,Jeans Set,Fashion,Jeans,15818,42551,online,0.092,jeans
ON0024,Oversize T-Shirt Limited,Fashion,Oversize T-Shirt,14815,163098,online,0.142,"oversize,t-shirt"
ON0025,Dress,Fashion,Dress,31132,104955,online,0.192,dress
ON0026,Hoodie Set,Fashion,Hoodie,37136,133458,online,0.015,hoodie
ON0027,Sandals Limited,Fashion,Sandals,14210,207355,online,0.175,sandals
ON0028,Sneakers Set,Fashion,Sneakers,25398,225463,online,0.025,sneakers
ON0029,Hoodie Limited,Fashion,Hoodie,45227,130485,online,0.038,hoodie
ON0030,Crop Top Limited,Fashion,Crop Top,34149,72302,online,0.112,"crop,top"
ON0031,Blouse Premium,Fashion,Blouse,20931,236243,online,0.122,blouse
ON0032,Pajamas Set,Fashion,Pajamas Set,18913,143120,online,0.137,"pajamas,set"
ON0033,Hijab V2,Fashion,Hijab,39566,124206,online,0.092,hijab
ON0034,Oversize T-Shirt Large,Fashion,Oversize T-Shirt,44182,134341,online,0.176,"oversize,t-shirt"
ON0035,Oversize Shirt Large,Fashion,Oversize Shirt,32516,168620,online,0.03,"oversize,shirt"
ON0036,Hijab Small,Fashion,Hijab,47367,141517,online,0.028,hijab
ON0037,Oversize Shirt Small,Fashion,Oversize Shirt,23321,260710,online,0.071,"oversize,shirt"
ON0038,Dress,Fashion,Dress,42803,68869,online,0.192,dress
ON0039,Oversize Shirt Small,Fashion,Oversize Shirt,11124,67022,online,0.061,"oversize,shirt"
ON0040,Jersey Premium,Fashion,Jersey,49328,137435,online,0.026,jersey
ON0041,Sneakers Large,Fashion,Sneakers,41716,175766,online,0.149,sneakers
ON0042,Oversize T-Shirt Pro,Fashion,Oversize T-Shirt,47876,280194,online,0.102,"oversize,t-shirt"
ON0043,Dress Small,Fashion,Dress,42850,290322,online,0.034,dress
ON0044,Oversize T-Shirt V2,Fashion,Oversize T-Shirt,32504,219899,online,0.121,"oversize,t-shirt"
ON0045,Hoodie Set,Fashion,Hoodie,40196,140050,online,0.192,hoodie
ON0046,Pajamas Set Set,Fashion,Pajamas Set,33505,95283,online,0.156,"pajamas,set"
ON0047,Blouse Small,Fashion,Blouse,21840,127077,online,0.196,blouse
ON0048,Hoodie Limited,Fashion,Hoodie,34597,170793,online,0.06,hoodie
ON0049,Sandals Limited,Fashion,Sandals,34151,57280,online,0.185,sandals
ON0050,Cargo Pants Pro,Fashion,Cargo Pants,42953,262859,online,0.125,"cargo,pants"
ON0051,Hoodie Limited,Fashion,Hoodie,13381,171989,online,0.084,hoodie
ON0052,Cargo Pants V2,Fashion,Cargo Pants,47586,253282,online,0.193,"cargo,pants"
ON0053,Blouse Small,Fashion,Blouse,39191,113898,online,0.17,blouse
ON0054,Hijab Small,Fashion,Hijab,39850,176183,online,0.119,hijab
ON0055,Cardigan Set,Fashion,Cardigan,13196,65960,online,0.033,cardigan
ON0056,Pajamas Set V2,Fashion,Pajamas Set,18643,148770,online,0.112,"pajamas,set"
ON0057,Bucket Hat Large,Fashion,Bucket Hat,31354,264541,online,0.08,"bucket,hat"
ON0058,Jersey,Fashion,Jersey,40369,177520,online,0.181,jersey
ON0059,Crop Top,Fashion,Crop Top,31012,227336,online,0.083,"crop,top"
ON0060,Jeans Pro,Fashion,Jeans,28683,77728,online,0.199,jeans
ON0061,Hijab Limited,Fashion,Hijab,12844,176980,online,0.012,hijab
ON0062,Sandals Small,Fashion,Sandals,13055,88689,online,0.11,sandals
ON0063,Oversize Shirt Small,Fashion,Oversize Shirt,29841,165870,online,0.174,"oversize,shirt"
ON0064,Knit Sweater Small,Fashion,Knit Sweater,28510,171872,online,0.028,"knit,sweater"
ON0065,Knit Sweater Pro,Fashion,Knit Sweater,22799,164299,online,0.189,"knit,sweater"
ON0066,Jeans Limited,Fashion,Jeans,36634,250764,online,0.16,jeans
ON0067,Cargo Pants,Fashion,Cargo Pants,47356,165775,online,0.155,"cargo,pants"
ON0068,Pajamas Set Set,Fashion,Pajamas Set,20082,154376,online,0.036,"pajamas,set"
ON0069,Tote Bag Small,Fashion,Tote Bag,12461,81549,online,0.183,"tote,bag"
ON0070,Jeans Limited,Fashion,Jeans,11694,19566,online,0.088,jeans
ON0071,Blouse,Fashion,Blouse,12742,260139,online,0.189,blouse
ON0072,Pajamas Set Pro,Fashion,Pajamas Set,22184,106924,online,0.031,"pajamas,set"
ON0073,Blouse Small,Fashion,Blouse,43783,55589,online,0.152,blouse
ON0074,Sneakers V2,Fashion,Sneakers,24741,138344,online,0.052,sneakers
ON0075,Pajamas Set Limited,Fashion,Pajamas Set,46731,101265,online,0.084,"pajamas,set"
ON0076,Bucket Hat,Fashion,Bucket Hat,28794,70290,online,0.1,"bucket,hat"
ON0077,Cargo Pants Large,Fashion,Cargo Pants,17995,143608,online,0.186,"cargo,pants"
ON0078,Hijab,Fashion,Hijab,39165,180708,online,0.077,hijab
ON0079,Hijab Small,Fashion,Hijab,35597,52979,online,0.03,hijab
ON0080,Cargo Pants Set,Fashion,Cargo Pants,15424,225030,online,0.137,"cargo,pants"
ON0081,Dress Large,Fashion,Dress,37445,75513,online,0.177,dress
ON0082,Sneakers,Fashion,Sneakers,20653,232441,online,0.161,sneakers
ON0083,Blouse,Fashion,Blouse,16436,59816,online,0.052,blouse
ON0084,Pajamas Set Small,Fashion,Pajamas Set,36520,57150,online,0.021,"pajamas,set"
ON0085,Cargo Pants V2,Fashion,Cargo Pants,15917,56130,online,0.137,"cargo,pants"
ON0086,Hijab V2,Fashion,Hijab,23523,242670,online,0.055,hijab
ON0087,Pajamas Set Set,Fashion,Pajamas Set,19372,47808,online,0.138,"pajamas,set"
ON0088,Crop Top Set,Fashion,Crop Top,36261,131846,online,0.16,"crop,top"
ON0089,Hoodie,Fashion,Hoodie,46055,67990,online,0.031,hoodie
ON0090,Jersey Pro,Fashion,Jersey,25366,63163,online,0.116,jersey
ON0091,Oversize T-Shirt Pro,Fashion,Oversize T-Shirt,37582,188119,online,0.08,"oversize,t-shirt"
ON0092,Sneakers Limited,Fashion,Sneakers,12177,175159,online,0.065,sneakers
ON0093,Blouse,Fashion,Blouse,32973,170712,online,0.154,blouse
ON0094,Crop Top Premium,Fashion,Crop Top,34806,228449,online,0.045,"crop,top"
ON0095,Blouse V2,Fashion,Blouse,16856,214120,online,0.123,blouse
ON0096,Tote Bag Limited,Fashion,Tote Bag,14627,69874,online,0.049,"tote,bag"
ON0097,Hijab Limited,Fashion,Hijab,41514,120779,online,0.134,hijab
ON0098,Sandals Limited,Fashion,Sandals,11750,85002,online,0.148,sandals
ON0099,Sandals Small,Fashion,Sandals,33954,87189,online,0.029,sandals
ON0100,Cargo Pants Pro,Fashion,Cargo Pants,17946,256978,online,0.184,"cargo,pants"
ON0101,Hijab,Fashion,Hijab,26701,126374,online,0.035,hijab
ON0102,Pajamas Set Premium,Fashion,Pajamas Set,27038,168200,online,0.161,"pajamas,set"
ON0103,Cargo Pants Premium,Fashion,Cargo Pants,31613,111821,online,0.162,"cargo,pants"
ON0104,Crop Top V2,Fashion,Crop Top,25399,31801,online,0.028,"crop,top"
ON0105,Cargo Pants Premium,Fashion,Cargo Pants,38897,263393,online,0.084,"cargo,pants"
ON0106,Hijab Large,Fashion,Hijab,18670,125228,online,0.01,hijab
ON0107,Tote Bag Small,Fashion,Tote Bag,10280,227006,online,0.089,"tote,bag"
ON0108,Jeans Large,Fashion,Jeans,45135,120044,online,0.09,jeans
ON0109,Dress Pro,Fashion,Dress,14254,248291,online,0.015,dress
ON0110,Dress Pro,Fashion,Dress,47252,66292,online,0.131,dress
ON0111,Tote Bag Pro,Fashion,Tote Bag,30408,192024,online,0.114,"tote,bag"
ON0112,Blouse,Fashion,Blouse,19520,105290,online,0.064,blouse
ON0113,Tote Bag Limited,Fashion,Tote Bag,23891,159306,online,0.019,"tote,bag"
ON0114,Jeans Large,Fashion,Jeans,21151,200758,online,0.019,jeans
ON0115,Jersey Premium,Fashion,Jersey,39424,196019,online,0.193,jersey
ON0116,Dress Limited,Fashion,Dress,45048,145764,online,0.024,dress
ON0117,Tote Bag Premium,Fashion,Tote Bag,38791,54992,online,0.188,"tote,bag"
ON0118,Crop Top,Fashion,Crop Top,23646,205647,online,0.017,"crop,top"
ON0119,Oversize Shirt Premium,Fashion,Oversize Shirt,13326,237858,online,0.088,"oversize,shirt"
ON0120,Bucket Hat Limited,Fashion,Bucket Hat,31873,210388,online,0.045,"bucket,hat"
ON0121,Dress Limited,Fashion,Dress,16811,44698,online,0.018,dress
ON0122,Sneakers Large,Fashion,Sneakers,48255,132412,online,0.079,sneakers
ON0123,Pajamas Set Pro,Fashion,Pajamas Set,28590,141324,online,0.17,"pajamas,set"
ON0124,Oversize Shirt Premium,Fashion,Oversize Shirt,10155,248536,online,0.12,"oversize,shirt"
ON0125,Sneakers Premium,Fashion,Sneakers,39756,283399,online,0.134,sneakers
ON0126,Bucket Hat,Fashion,Bucket Hat,34357,117019,online,0.164,"bucket,hat"
ON0127,Knit Sweater Set,Fashion,Knit Sweater,28626,252122,online,0.112,"knit,sweater"
ON0128,Blouse Small,Fashion,Blouse,21087,36488,online,0.081,blouse
ON0129,Cargo Pants V2,Fashion,Cargo Pants,34408,237158,online,0.09,"cargo,pants"
ON0130,Sandals Premium,Fashion,Sandals,14773,80466,online,0.119,sandals
ON0131,Sneakers Premium,Fashion,Sneakers,41988,291604,online,0.11,sneakers
ON0132,Jersey V2,Fashion,Jersey,31970,119624,online,0.188,jersey
ON0133,Pajamas Set Pro,Fashion,Pajamas Set,32140,214373,online,0.101,"pajamas,set"
ON0134,Jersey Premium,Fashion,Jersey,13456,199559,online,0.108,jersey
ON0135,Sneakers Set,Fashion,Sneakers,12655,54434,online,0.038,sneakers
ON0136,Sandals Limited,Fashion,Sandals,21719,228934,online,0.116,sandals
ON0137,Jersey Large,Fashion,Jersey,41844,177950,online,0.137,jersey
ON0138,Bucket Hat Large,Fashion,Bucket Hat,28133,124931,online,0.198,"bucket,hat"
ON0139,Oversize Shirt V2,Fashion,Oversize Shirt,24732,47266,online,0.091,"oversize,shirt"
ON0140,Bucket Hat Limited,Fashion,Bucket Hat,30878,48272,online,0.131,"bucket,hat"
ON0141,Pajamas Set Premium,Fashion,Pajamas Set,31450,152687,online,0.098,"pajamas,set"
ON0142,Cargo Pants,Fashion,Cargo Pants,33113,133831,online,0.071,"cargo,pants"
ON0143,Jersey V2,Fashion,Jersey,48574,235813,online,0.075,jersey
ON0144,Jersey,Fashion,Jersey,22101,60306,online,0.134,jersey
ON0145,Tote Bag V2,Fashion,Tote Bag,38086,210689,online,0.169,"tote,bag"
ON0146,Hijab Large,Fashion,Hijab,27640,126083,online,0.113,hijab
ON0147,Jeans Set,Fashion,Jeans,23489,236902,online,0.019,jeans
ON0148,Sneakers,Fashion,Sneakers,49318,181737,online,0.108,sneakers
ON0149,Dress V2,Fashion,Dress,14201,228541,online,0.046,dress
ON0150,Hijab Small,Fashion,Hijab,31567,219538,online,0.089,hijab
ON0151,Bucket Hat Premium,Fashion,Bucket Hat,35946,60146,online,0.078,"bucket,hat"
ON0152,Dress Premium,Fashion,Dress,22842,95254,online,0.027,dress
ON0153,Cargo Pants Set,Fashion,Cargo Pants,21463,76275,online,0.026,"cargo,pants"
ON0154,Jeans Limited,Fashion,Jeans,39392,287948,online,0.149,jeans
ON0155,Knit Sweater,Fashion,Knit Sweater,37172,55685,online,0.028,"knit,sweater"
ON0156,Crop Top Limited,Fashion,Crop Top,34669,258089,online,0.17,"crop,top"
ON0157,Blouse Set,Fashion,Blouse,32883,54426,online,0.073,blouse
ON0158,Sandals Premium,Fashion,Sandals,11767,133261,online,0.084,sandals
ON0159,Blouse,Fashion,Blouse,23409,239138,online,0.065,blouse
ON0160,Crop Top Large,Fashion,Crop Top,30957,194546,online,0.1,"crop,top"
ON0161,Jersey,Fashion,Jersey,40861,265636,online,0.04,jersey
ON0162,Blouse Small,Fashion,Blouse,41186,192492,online,0.052,blouse
ON0163,Crop Top Large,Fashion,Crop Top,22903,149419,online,0.102,"crop,top"
ON0164,Blouse V2,Fashion,Blouse,39289,165725,online,0.163,blouse
ON0165,Cardigan Limited,Fashion,Cardigan,29230,55024,online,0.134,cardigan
ON0166,Knit Sweater Premium,Fashion,Knit Sweater,31109,136449,online,0.118,"knit,sweater"
ON0167,Oversize Shirt Large,Fashion,Oversize Shirt,25279,233239,online,0.021,"oversize,shirt"
ON0168,Pajamas Set V2,Fashion,Pajamas Set,49945,126434,online,0.125,"pajamas,set"
ON0169,Crop Top Large,Fashion,Crop Top,44096,111340,online,0.183,"crop,top"
ON0170,Pajamas Set Premium,Fashion,Pajamas Set,48223,154300,online,0.114,"pajamas,set"
ON0171,Hijab V2,Fashion,Hijab,18838,67940,online,0.075,hijab
ON0172,Sneakers Large,Fashion,Sneakers,29943,143982,online,0.039,sneakers
ON0173,Knit Sweater Pro,Fashion,Knit Sweater,25204,190965,online,0.165,"knit,sweater"
ON0174,Crop Top Small,Fashion,Crop Top,48540,209275,online,0.019,"crop,top"
ON0175,Crop Top Small,Fashion,Crop Top,39317,51066,online,0.044,"crop,top"
ON0176,Blouse Large,Fashion,Blouse,31350,46708,online,0.029,blouse
ON0177,Hoodie Set,Fashion,Hoodie,24124,51031,online,0.043,hoodie
ON0178,Knit Sweater Limited,Fashion,Knit Sweater,21274,51047,online,0.196,"knit,sweater"
ON0179,Oversize Shirt,Fashion,Oversize Shirt,49718,226965,online,0.055,"oversize,shirt"
ON0180,Cargo Pants Limited,Fashion,Cargo Pants,20208,87470,online,0.138,"cargo,pants"
ON0181,Sandals V2,Fashion,Sandals,18378,175919,online,0.08,sandals
ON0182,Dress,Fashion,Dress,41948,128452,online,0.092,dress
ON0183,Sandals Large,Fashion,Sandals,22611,87596,online,0.067,sandals
ON0184,Knit Sweater Large,Fashion,Knit Sweater,48505,237624,online,0.189,"knit,sweater"
ON0185,Tote Bag Large,Fashion,Tote Bag,44696,93911,online,0.054,"tote,bag"
ON0186,Cargo Pants Premium,Fashion,Cargo Pants,29834,199499,online,0.044,"cargo,pants"
ON0187,Oversize T-Shirt V2,Fashion,Oversize T-Shirt,36552,102186,online,0.115,"oversize,t-shirt"
ON0188,Jersey Limited,Fashion,Jersey,15111,227355,online,0.061,jersey
ON0189,Crop Top Pro,Fashion,Crop Top,25471,70178,online,0.127,"crop,top"
ON0190,Tote Bag,Fashion,Tote Bag,15932,128425,online,0.107,"tote,bag"
ON0191,Bucket Hat Premium,Fashion,Bucket Hat,22157,149031,online,0.071,"bucket,hat"
ON0192,Jeans Limited,Fashion,Jeans,45686,131983,online,0.028,jeans
ON0193,Knit Sweater,Fashion,Knit Sweater,19268,93753,online,0.073,"knit,sweater"
ON0194,Knit Sweater V2,Fashion,Knit Sweater,29818,65319,online,0.142,"knit,sweater"
ON0195,Bucket Hat Set,Fashion,Bucket Hat,34428,262549,online,0.034,"bucket,hat"
ON0196,Hijab Pro,Fashion,Hijab,27524,183037,online,0.11,hijab
ON0197,Cargo Pants,Fashion,Cargo Pants,32724,135814,online,0.168,"cargo,pants"
ON0198,Knit Sweater Limited,Fashion,Knit Sweater,19868,71630,online,0.056,"knit,sweater"
ON0199,Blouse Small,Fashion,Blouse,39695,242826,online,0.037,blouse
ON0200,Jersey Limited,Fashion,Jersey,34372,138357,online,0.041,jersey
ON0201,Smart LED Bulb Set,Electronics,Smart LED Bulb,35919,181055,online,0.143,"smart,led,bulb"
ON0202,HDMI Cable,Electronics,HDMI Cable,25136,154596,online,0.053,"hdmi,cable"
ON0203,Smart LED Bulb Small,Electronics,Smart LED Bulb,20142,182184,online,0.075,"smart,led,bulb"
ON0204,Portable SSD Case Set,Electronics,Portable SSD Case,10245,186317,online,0.099,"portable,ssd,case"
ON0205,Wireless Mouse,Electronics,Wireless Mouse,25560,36550,online,0.059,"wireless,mouse"
ON0206,Portable SSD Case Pro,Electronics,Portable SSD Case,21949,155800,online,0.045,"portable,ssd,case"
ON0207,Portable SSD Case Large,Electronics,Portable SSD Case,25856,169973,online,0.034,"portable,ssd,case"
ON0208,HDMI Cable Pro,Electronics,HDMI Cable,36300,184709,online,0.1,"hdmi,cable"
ON0209,Phone Tripod Limited,Electronics,Phone Tripod,27016,236831,online,0.142,"phone,tripod"
ON0210,Ring Light Large,Electronics,Ring Light,14919,80785,online,0.151,"ring,light"
ON0211,Wireless Mouse Pro,Electronics,Wireless Mouse,16047,259216,online,0.08,"wireless,mouse"
ON0212,Phone Tripod Pro,Electronics,Phone Tripod,39968,187432,online,0.151,"phone,tripod"
ON0213,Smart LED Bulb,Electronics,Smart LED Bulb,13629,81326,online,0.038,"smart,led,bulb"
ON0214,Portable SSD Case Limited,Electronics,Portable SSD Case,25012,56996,online,0.108,"portable,ssd,case"
ON0215,USB-C Charger Set,Electronics,USB-C Charger,18602,74201,online,0.052,"usb-c,charger"
ON0216,Fan USB Mini Premium,Electronics,Fan USB Mini,14744,153568,online,0.112,"fan,usb,mini"
ON0217,Wireless Mouse V2,Electronics,Wireless Mouse,29074,201354,online,0.187,"wireless,mouse"
ON0218,Ring Light Limited,Electronics,Ring Light,23029,163394,online,0.128,"ring,light"
ON0219,Laptop Stand Small,Electronics,Laptop Stand,12287,191268,online,0.139,"laptop,stand"
ON0220,Powerbank Pro,Electronics,Powerbank,28326,258986,online,0.099,powerbank
ON0221,Bluetooth Earphone Limited,Electronics,Bluetooth Earphone,31020,69151,online,0.057,"bluetooth,earphone"
ON0222,Lightning Cable Set,Electronics,Lightning Cable,25245,125866,online,0.03,"lightning,cable"
ON0223,Wireless Mouse,Electronics,Wireless Mouse,11355,113333,online,0.127,"wireless,mouse"
ON0224,Laptop Stand,Electronics,Laptop Stand,35607,230846,online,0.157,"laptop,stand"
ON0225,Ring Light Premium,Electronics,Ring Light,21225,192773,online,0.047,"ring,light"
ON0226,Portable SSD Case Pro,Electronics,Portable SSD Case,36997,106473,online,0.094,"portable,ssd,case"
ON0227,HDMI Cable Pro,Electronics,HDMI Cable,23282,182643,online,0.073,"hdmi,cable"
ON0228,Wireless Mouse Pro,Electronics,Wireless Mouse,41821,143580,online,0.107,"wireless,mouse"
ON0229,Ring Light Large,Electronics,Ring Light,39967,175270,online,0.11,"ring,light"
ON0230,HDMI Cable Large,Electronics,HDMI Cable,19455,192163,online,0.093,"hdmi,cable"
ON0231,USB-C Charger Set,Electronics,USB-C Charger,35780,219115,online,0.104,"usb-c,charger"
ON0232,Powerbank Small,Electronics,Powerbank,31531,43123,online,0.05,powerbank
ON0233,Powerbank Large,Electronics,Powerbank,18321,92028,online,0.057,powerbank
ON0234,Bluetooth Earphone Limited,Electronics,Bluetooth Earphone,34807,236066,online,0.046,"bluetooth,earphone"
ON0235,USB-C Charger Premium,Electronics,USB-C Charger,48833,238894,online,0.125,"usb-c,charger"
ON0236,Powerbank Large,Electronics,Powerbank,26178,45262,online,0.174,powerbank
ON0237,Ring Light Set,Electronics,Ring Light,23354,204529,online,0.084,"ring,light"
ON0238,Mini Speaker Premium,Electronics,Mini Speaker,45229,131749,online,0.133,"mini,speaker"
ON0239,Phone Tripod Large,Electronics,Phone Tripod,47754,163747,online,0.043,"phone,tripod"
ON0240,Powerbank Set,Electronics,Powerbank,45073,239927,online,0.121,powerbank
ON0241,HDMI Cable,Electronics,HDMI Cable,22131,226070,online,0.093,"hdmi,cable"
ON0242,Ring Light V2,Electronics,Ring Light,17198,27032,online,0.105,"ring,light"
ON0243,Smart LED Bulb,Electronics,Smart LED Bulb,36307,57739,online,0.041,"smart,led,bulb"
ON0244,Lightning Cable Large,Electronics,Lightning Cable,32007,206722,online,0.046,"lightning,cable"
ON0245,LED Desk Lamp Small,Electronics,LED Desk Lamp,22434,224460,online,0.057,"led,desk,lamp"
ON0246,USB-C Charger,Electronics,USB-C Charger,14588,152461,online,0.051,"usb-c,charger"
ON0247,Ring Light Large,Electronics,Ring Light,20798,218605,online,0.191,"ring,light"
ON0248,Fan USB Mini V2,Electronics,Fan USB Mini,48069,228780,online,0.128,"fan,usb,mini"
ON0249,Lightning Cable Limited,Electronics,Lightning Cable,17138,143085,online,0.022,"lightning,cable"
ON0250,Fan USB Mini Set,Electronics,Fan USB Mini,14736,57136,online,0.184,"fan,usb,mini"
