persona_id,date,amount,merchant,category,payment_method,bank,tx_type,description,balance_after,transaction_id
P176,2025-01-14 16:19:00,90599,Ranch Market,Groceries,QRIS,Mandiri,debit,Transaksi di Ranch Market,17602922,TX000833
P186,2025-01-14 16:30:00,200000,Timezone,Entertainment,Transfer,BCA,debit,Transaksi di Timezone,12497610,TX000834
P173,2025-01-14 17:06:00,277455,Tukang Sayur Keliling,Groceries,Debit,BRI,debit,Transaksi di Tukang Sayur Keliling,21036780,TX000835
P197,2025-01-14 17:11:00,8151,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,23751629,TX000836
P013,2025-01-14 17:14:00,63412,Guardian,Personal Care,Cash,,debit,Transaksi di Guardian,3596793,TX000837
P101,2025-01-14 18:16:00,216624,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,17433781,TX000838
P105,2025-01-14 18:18:00,491199,In-Game Purchase,Entertainment,Transfer,BCA,debit,Transaksi di In-Game Purchase,4161098,TX000839
P143,2025-01-14 18:26:00,17056,Lotte Mart,Groceries,Debit,Mandiri,debit,Transaksi di Lotte Mart,33146377,TX000840
P065,2025-01-14 18:30:00,1253961,Zoya,Fashion,Debit,BRI,debit,Transaksi di Zoya,4685495,TX000841
P178,2025-01-14 18:39:00,30380,PUBG Mobile,Entertainment,Transfer,BCA,debit,Transaksi di PUBG Mobile,19712923,TX000842
P016,2025-01-14 18:48:00,169756,Warteg Bahari,Dining Out,Cash,,debit,Transaksi di Warteg Bahari,3149403,TX000843
P164,2025-01-14 19:01:00,196275,Rabbani,Fashion,QRIS,BNI,debit,Transaksi di Rabbani,14235861,TX000844
P200,2025-01-14 19:02:00,71452,Burger King,Dining Out,Cash,,debit,Transaksi di Burger King,33317452,TX000845
P089,2025-01-14 19:11:00,333963,Bakmi GM,Dining Out,QRIS,BCA,debit,Transaksi di Bakmi GM,9420056,TX000846
P110,2025-01-14 19:11:00,132112,Eiger Adventure,Fashion,Cash,,debit,Transaksi di Eiger Adventure,5494693,TX000847
P053,2025-01-14 19:20:00,243270,Cinepolis,Entertainment,Transfer,BRI,debit,Transaksi di Cinepolis,6046385,TX000848
P137,2025-01-14 19:42:00,474853,Domino's Pizza,Dining Out,Cash,,debit,Transaksi di Domino's Pizza,15891514,TX000849
P013,2025-01-14 19:55:00,55233,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,3541560,TX000850
P158,2025-01-14 20:13:00,63377,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,31075945,TX000851
P047,2025-01-14 20:24:00,83993,Kellogg's,Snacks,Debit,Mandiri,debit,Transaksi di Kellogg's,3101721,TX000852
P101,2025-01-14 20:30:00,103237,Indomaret,Groceries,QRIS,BRI,debit,Transaksi di Indomaret,17330544,TX000853
P179,2025-01-14 20:53:00,430299,Roblox,Entertainment,Transfer,BNI,debit,Transaksi di Roblox,56904466,TX000854
P041,2025-01-14 21:04:00,92733,Modern Retail,Beverages,QRIS,Mandiri,debit,Transaksi di Modern Retail,2200570,TX000855
P176,2025-01-14 21:05:00,4350,Wings Food,Beverages,Cash,,debit,Transaksi di Wings Food,17598572,TX000856
P163,2025-01-14 21:21:00,26868,Warteg Bahari,Dining Out,Debit,Mandiri,debit,Transaksi di Warteg Bahari,13442197,TX000857
P096,2025-01-14 21:33:00,1748098,Rabbani,Fashion,QRIS,BRI,debit,Transaksi di Rabbani,14008610,TX000858
P161,2025-01-14 21:45:00,167110,RM Padang Sederhana,Dining Out,Cash,,debit,Transaksi di RM Padang Sederhana,20186241,TX000859
P199,2025-01-14 22:34:00,121877,Warung Kelontong,Groceries,QRIS,BNI,debit,Transaksi di Warung Kelontong,37712039,TX000860
P183,2025-01-14 22:36:00,308507,Lego Store,Entertainment,Transfer,BRI,debit,Transaksi di Lego Store,26396467,TX000861
P079,2025-01-14 22:58:00,398370,Indomaret,Groceries,Debit,BRI,debit,Transaksi di Indomaret,8461585,TX000862
P056,2025-01-15 08:12:00,76938,Premium Supermarket,Beverages,QRIS,BRI,debit,Transaksi di Premium Supermarket,1724784,TX000863
P032,2025-01-15 09:09:00,64774,Delfi,Snacks,Debit,BNI,debit,Transaksi di Delfi,2773310,TX000864
P147,2025-01-15 09:13:00,216691,Hypermart,Personal Care,Cash,,debit,Transaksi di Hypermart,24440727,TX000865
P089,2025-01-15 09:43:00,325260,Toko Bahan Kue,Groceries,Debit,Mandiri,debit,Transaksi di Toko Bahan Kue,9094796,TX000866
P191,2025-01-15 09:45:00,23469,Indofood,Snacks,Cash,,debit,Transaksi di Indofood,65763249,TX000867
P163,2025-01-15 09:51:00,100000,Timezone,Entertainment,Transfer,BRI,debit,Transaksi di Timezone,13342197,TX000868
P094,2025-01-15 10:09:00,26978,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,9855702,TX000869
P075,2025-01-15 10:17:00,42302,Superindo,Groceries,Debit,BRI,debit,Transaksi di Superindo,6608468,TX000870
P034,2025-01-15 11:08:00,129183,Superindo,Groceries,QRIS,BRI,debit,Transaksi di Superindo,2303140,TX000871
P046,2025-01-15 11:22:00,48839,Modern Retail,Baby Care,QRIS,BRI,debit,Transaksi di Modern Retail,8133710,TX000872
P039,2025-01-15 12:01:00,59093,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,2436898,TX000873
P148,2025-01-15 12:58:00,30054,Kidz Station / Indomaret,Entertainment,Transfer,BRI,debit,Transaksi di Kidz Station / Indomaret,13899455,TX000874
P075,2025-01-15 13:13:00,13430,Alfamart,Personal Care,Debit,BCA,debit,Transaksi di Alfamart,6595038,TX000875
P165,2025-01-15 13:15:00,68806,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,24191421,TX000876
P127,2025-01-15 13:20:00,129627,Bakmi GM,Dining Out,Debit,BRI,debit,Transaksi di Bakmi GM,18174077,TX000877
P156,2025-01-15 13:23:00,91165,Mayora,Snacks,Debit,Mandiri,debit,Transaksi di Mayora,17060115,TX000878
P095,2025-01-15 13:25:00,28483,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,4226380,TX000879
P190,2025-01-15 13:29:00,12604,Modern Retail,Beverages,QRIS,BCA,debit,Transaksi di Modern Retail,19769489,TX000880
P070,2025-01-15 14:01:00,67500,GarudaFood,Snacks,Debit,Mandiri,debit,Transaksi di GarudaFood,5348332,TX000881
P051,2025-01-15 14:29:00,338033,Modern Retail,Frozen Food,Debit,BNI,debit,Transaksi di Modern Retail,2127498,TX000882
P097,2025-01-15 14:49:00,39700,Beam / Apps,Entertainment,Transfer,BCA,debit,Transaksi di Beam / Apps,7389889,TX000883
P035,2025-01-15 15:08:00,208575,A&W Restaurants,Dining Out,Debit,BNI,debit,Transaksi di A&W Restaurants,2013049,TX000884
P165,2025-01-15 15:33:00,63804,Kellogg's,Snacks,Cash,,debit,Transaksi di Kellogg's,24127617,TX000885
P196,2025-01-15 15:36:00,24415,Modern Retail,Beverages,Debit,BCA,debit,Transaksi di Modern Retail,25249057,TX000886
P098,2025-01-15 15:42:00,494034,Happy Puppy,Entertainment,Transfer,BRI,debit,Transaksi di Happy Puppy,6567412,TX000887
P138,2025-01-15 16:03:00,118158,Toko Seragam,Fashion,Debit,BRI,debit,Transaksi di Toko Seragam,38518880,TX000888
P086,2025-01-15 16:04:00,24672,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,5095694,TX000889
P145,2025-01-15 16:06:00,124868,GarudaFood,Snacks,Cash,,debit,Transaksi di GarudaFood,16922411,TX000890
P049,2025-01-15 16:18:00,110550,Siantar Top,Snacks,Debit,BCA,debit,Transaksi di Siantar Top,4459265,TX000891
P137,2025-01-15 17:09:00,167747,Solaria,Dining Out,Cash,,debit,Transaksi di Solaria,15723767,TX000892
P006,2025-01-15 17:27:00,45718,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,9725158,TX000893
P136,2025-01-15 17:42:00,404390,Richeese Factory,Dining Out,Cash,,debit,Transaksi di Richeese Factory,12068218,TX000894
P143,2025-01-15 17:59:00,299048,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,32847329,TX000895
P010,2025-01-15 18:00:00,71250,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,3390781,TX000896
P068,2025-01-15 18:09:00,5842,Perfetti Van Melle,Snacks,Debit,BRI,debit,Transaksi di Perfetti Van Melle,6176701,TX000897
P167,2025-01-15 18:26:00,3309100,Eiger Adventure,Fashion,Cash,,debit,Transaksi di Eiger Adventure,21764984,TX000898
P180,2025-01-15 18:39:00,30564,Modern Retail,Beverages,Debit,BCA,debit,Transaksi di Modern Retail,34675809,TX000899
P127,2025-01-15 19:02:00,310939,Watsons,Personal Care,Debit,BNI,debit,Transaksi di Watsons,17863138,TX000900
P032,2025-01-15 19:14:00,84096,Circle K,Dining Out,Cash,,debit,Transaksi di Circle K,2689214,TX000901
P037,2025-01-15 19:38:00,2585181,Levi's Store,Fashion,Debit,BRI,debit,Transaksi di Levi's Store,1267493,TX000902
P178,2025-01-15 19:53:00,272313,J.CO Donuts & Coffee,Dining Out,Debit,BCA,debit,Transaksi di J.CO Donuts & Coffee,19440610,TX000903
P108,2025-01-15 20:00:00,65705,Warung Kelontong,Groceries,Debit,BRI,debit,Transaksi di Warung Kelontong,18332533,TX000904
P036,2025-01-15 20:16:00,255009,Modern Retail,Baby Care,QRIS,Mandiri,debit,Transaksi di Modern Retail,3161493,TX000905
P176,2025-01-15 20:21:00,51565,Oishi,Snacks,QRIS,BRI,debit,Transaksi di Oishi,17547007,TX000906
P004,2025-01-15 20:23:00,277494,Gramedia,Entertainment,Transfer,BNI,debit,Transaksi di Gramedia,2705019,TX000907
P069,2025-01-15 20:53:00,45744,FamilyMart,Dining Out,Cash,,debit,Transaksi di FamilyMart,5197744,TX000908
P055,2025-01-15 21:14:00,1228422,Microsoft Store,Entertainment,Transfer,BRI,debit,Transaksi di Microsoft Store,1642636,TX000909
P193,2025-01-15 21:18:00,67339,Meiji,Snacks,Cash,,debit,Transaksi di Meiji,18224056,TX000910
P177,2025-01-15 21:23:00,11550,Modern Retail,Beverages,Debit,BCA,debit,Transaksi di Modern Retail,25851341,TX000911
P039,2025-01-15 21:42:00,160607,Modern Retail,Beverages,QRIS,BNI,debit,Transaksi di Modern Retail,2276291,TX000912
P020,2025-01-15 22:06:00,67965,Mayora,Snacks,Cash,,debit,Transaksi di Mayora,5208208,TX000913
P197,2025-01-15 22:34:00,81912,Dua Kelinci,Snacks,Debit,BCA,debit,Transaksi di Dua Kelinci,23669717,TX000914
P058,2025-01-15 22:50:00,275949,Zoya,Fashion,Cash,,debit,Transaksi di Zoya,1900643,TX000915
P098,2025-01-15 22:57:00,43912,Garena / Shopee,Entertainment,Transfer,BCA,debit,Transaksi di Garena / Shopee,6523500,TX000916
P085,2025-01-16 08:27:00,153798,Starbucks,Dining Out,QRIS,BCA,debit,Transaksi di Starbucks,16125938,TX000917
P189,2025-01-16 08:35:00,48495,Mayora,Snacks,Debit,Mandiri,debit,Transaksi di Mayora,26104190,TX000918
P007,2025-01-16 09:21:00,134580,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,2784866,TX000919
P188,2025-01-16 09:28:00,78168,Mayora,Snacks,QRIS,BRI,debit,Transaksi di Mayora,49150734,TX000920
P139,2025-01-16 10:19:00,262599,Domino's Pizza,Dining Out,Debit,BRI,debit,Transaksi di Domino's Pizza,15203063,TX000921
P088,2025-01-16 10:29:00,68558,Indofood,Snacks,Debit,BRI,debit,Transaksi di Indofood,6767936,TX000922
P079,2025-01-16 10:50:00,556179,Rabbani,Fashion,Cash,,debit,Transaksi di Rabbani,7905406,TX000923
P158,2025-01-16 11:07:00,174205,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,30901740,TX000924
P057,2025-01-16 11:17:00,56582,Modern Retail,Beverages,QRIS,BCA,debit,Transaksi di Modern Retail,1385798,TX000925
P036,2025-01-16 11:20:00,6450,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,3155043,TX000926
P041,2025-01-16 11:55:00,80094,Tomoro Coffee,Dining Out,QRIS,BRI,debit,Transaksi di Tomoro Coffee,2120476,TX000927
P191,2025-01-16 11:55:00,236432,PSSI / KitaGaruda,Entertainment,Transfer,BNI,debit,Transaksi di PSSI / KitaGaruda,65526817,TX000928
P118,2025-01-16 12:24:00,168052,J.CO Donuts & Coffee,Dining Out,Cash,,debit,Transaksi di J.CO Donuts & Coffee,3691968,TX000929
P124,2025-01-16 12:38:00,3241132,Adidas Store,Fashion,Debit,Mandiri,debit,Transaksi di Adidas Store,12394450,TX000930
P039,2025-01-16 12:39:00,39393,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,2236898,TX000931
P198,2025-01-16 12:43:00,273546,Multi Toys,Entertainment,Transfer,BRI,debit,Transaksi di Multi Toys,24573912,TX000932
P070,2025-01-16 12:46:00,106499,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,5241833,TX000933
P144,2025-01-16 12:50:00,42349,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,11682049,TX000934
P094,2025-01-16 13:17:00,673484,Steam,Entertainment,Transfer,Mandiri,debit,Transaksi di Steam,9182218,TX000935
P146,2025-01-16 13:23:00,50788,Agen Beras,Groceries,Debit,BRI,debit,Transaksi di Agen Beras,15749212,TX000936
P171,2025-01-16 14:04:00,120461,Mayora,Snacks,Debit,BNI,debit,Transaksi di Mayora,23944546,TX000937
P109,2025-01-16 14:10:00,95603,Tukang Sayur Keliling,Groceries,Debit,BNI,debit,Transaksi di Tukang Sayur Keliling,7018377,TX000938
P138,2025-01-16 14:15:00,28746,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,38490134,TX000939
P123,2025-01-16 14:28:00,38642,Sorex Official,Fashion,QRIS,Mandiri,debit,Transaksi di Sorex Official,12000619,TX000940
P098,2025-01-16 14:30:00,171320,Pasar Tradisional,Groceries,Debit,BCA,debit,Transaksi di Pasar Tradisional,6352180,TX000941
P120,2025-01-16 14:31:00,252470,Casio Official,Fashion,Debit,BRI,debit,Transaksi di Casio Official,48855,TX000942
P052,2025-01-16 14:45:00,147799,Meiji,Snacks,Cash,,debit,Transaksi di Meiji,593464,TX000943
P181,2025-01-16 14:50:00,44534,Pasar Tradisional,Groceries,QRIS,Mandiri,debit,Transaksi di Pasar Tradisional,41494412,TX000944
P097,2025-01-16 15:19:00,54840,Kopi Kenangan,Dining Out,Cash,,debit,Transaksi di Kopi Kenangan,7335049,TX000945
P086,2025-01-16 15:31:00,12406,Modern Retail,Beverages,QRIS,BNI,debit,Transaksi di Modern Retail,5083288,TX000946
P200,2025-01-16 15:48:00,127565,Mayora,Snacks,Debit,BCA,debit,Transaksi di Mayora,33189887,TX000947
P128,2025-01-16 16:41:00,10039380,Zara Indonesia,Fashion,Cash,,debit,Transaksi di Zara Indonesia,2571914,TX000948
P063,2025-01-16 16:50:00,127973,Janji Jiwa,Dining Out,QRIS,Mandiri,debit,Transaksi di Janji Jiwa,4931116,TX000949
P168,2025-01-16 17:09:00,163563,Superindo,Personal Care,Cash,,debit,Transaksi di Superindo,14840237,TX000950
P124,2025-01-16 17:11:00,300000,Timezone,Entertainment,Transfer,BCA,debit,Transaksi di Timezone,12094450,TX000951
P069,2025-01-16 18:01:00,73328,Viu,Entertainment,Transfer,BRI,debit,Transaksi di Viu,5124416,TX000952
P053,2025-01-16 18:18:00,116685,Prima Freshmart,Groceries,Debit,BCA,debit,Transaksi di Prima Freshmart,5929700,TX000953
P078,2025-01-16 18:50:00,38717,Premium Supermarket,Beverages,Cash,,debit,Transaksi di Premium Supermarket,10236820,TX000954
P134,2025-01-16 19:00:00,533871,3Second Store,Fashion,QRIS,Mandiri,debit,Transaksi di 3Second Store,18339450,TX000955
P047,2025-01-16 19:16:00,332769,Khong Guan,Snacks,Debit,BNI,debit,Transaksi di Khong Guan,2768952,TX000956
P122,2025-01-16 19:17:00,37373,Cinema XXI (F&B),Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI (F&B),21263252,TX000957
P190,2025-01-16 19:31:00,207917,Meat Shop,Groceries,Debit,BCA,debit,Transaksi di Meat Shop,19561572,TX000958
P079,2025-01-16 19:41:00,16984,Beam / Apps,Entertainment,Transfer,BNI,debit,Transaksi di Beam / Apps,7888422,TX000959
P145,2025-01-16 19:47:00,686775,Aerostreet,Fashion,QRIS,Mandiri,debit,Transaksi di Aerostreet,16235636,TX000960
P056,2025-01-16 19:51:00,57479,Tukang Sayur Keliling,Groceries,Debit,Mandiri,debit,Transaksi di Tukang Sayur Keliling,1667305,TX000961
P142,2025-01-16 19:54:00,192350,Superindo,Groceries,Debit,BCA,debit,Transaksi di Superindo,26913550,TX000962
P030,2025-01-16 20:14:00,80378,Perfetti Van Melle,Snacks,Cash,,debit,Transaksi di Perfetti Van Melle,3550082,TX000963
P116,2025-01-16 20:22:00,124488,CGV Cinemas (F&B),Entertainment,Transfer,BCA,debit,Transaksi di CGV Cinemas (F&B),8479621,TX000964
P178,2025-01-16 20:32:00,189224,Cinepolis,Entertainment,Transfer,Mandiri,debit,Transaksi di Cinepolis,19251386,TX000965
P067,2025-01-16 20:41:00,81950,Modern Retail,Beverages,QRIS,BNI,debit,Transaksi di Modern Retail,5888540,TX000966
P160,2025-01-16 20:45:00,245787,Fore Coffee,Dining Out,Cash,,debit,Transaksi di Fore Coffee,17173590,TX000967
P169,2025-01-16 20:57:00,248830,Es Teh Indonesia,Dining Out,Cash,,debit,Transaksi di Es Teh Indonesia,18858012,TX000968
P124,2025-01-16 21:01:00,62339,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,12032111,TX000969
P103,2025-01-16 21:16:00,74895,Pasar Tradisional,Groceries,Debit,BNI,debit,Transaksi di Pasar Tradisional,7741906,TX000970
P198,2025-01-16 21:20:00,182298,Elzatta,Fashion,Cash,,debit,Transaksi di Elzatta,24391614,TX000971
P013,2025-01-16 21:29:00,79597,Janji Jiwa,Dining Out,Debit,BRI,debit,Transaksi di Janji Jiwa,3461963,TX000972
P161,2025-01-16 21:32:00,93533,Kalbe,Snacks,Cash,,debit,Transaksi di Kalbe,20092708,TX000973
P010,2025-01-16 21:38:00,229349,McDonald's,Dining Out,Cash,,debit,Transaksi di McDonald's,3161432,TX000974
P097,2025-01-16 22:13:00,177405,Imperial Kitchen & Dimsum,Dining Out,Cash,,debit,Transaksi di Imperial Kitchen & Dimsum,7157644,TX000975
P183,2025-01-16 22:15:00,245664,RM Padang Pagi Sore,Dining Out,Debit,BNI,debit,Transaksi di RM Padang Pagi Sore,26150803,TX000976
P057,2025-01-16 22:16:00,185345,Mie Gacoan,Dining Out,Debit,BNI,debit,Transaksi di Mie Gacoan,1200453,TX000977
P129,2025-01-16 22:26:00,807693,Taman Safari,Entertainment,Transfer,Mandiri,debit,Transaksi di Taman Safari,7213016,TX000978
P167,2025-01-16 22:29:00,49763,Modern Retail,Snacks,Cash,,debit,Transaksi di Modern Retail,21715221,TX000979
P197,2025-01-16 22:31:00,97591,Cinepolis,Entertainment,Transfer,BNI,debit,Transaksi di Cinepolis,23572126,TX000980
P018,2025-01-16 22:42:00,56023,Domino's Pizza,Dining Out,Cash,,debit,Transaksi di Domino's Pizza,3976706,TX000981
P133,2025-01-16 22:49:00,133506,Netflix,Entertainment,Transfer,BCA,debit,Transaksi di Netflix,14096861,TX000982
P164,2025-01-16 22:54:00,180525,Guardian,Personal Care,Cash,,debit,Transaksi di Guardian,14055336,TX000983
P152,2025-01-17 08:01:00,3980,Warung Kelontong,Groceries,Debit,BNI,debit,Transaksi di Warung Kelontong,14986717,TX000984
P073,2025-01-17 08:05:00,114753,McDonald's,Dining Out,Cash,,debit,Transaksi di McDonald's,9363259,TX000985
P193,2025-01-17 08:10:00,253285,Starbucks,Dining Out,Cash,,debit,Transaksi di Starbucks,17970771,TX000986
P144,2025-01-17 08:16:00,67122,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,11614927,TX000987
P046,2025-01-17 08:19:00,133406,Pasar Tradisional,Groceries,Debit,BCA,debit,Transaksi di Pasar Tradisional,8000304,TX000988
P128,2025-01-17 08:23:00,399800,H&M Indonesia,Fashion,Debit,Mandiri,debit,Transaksi di H&M Indonesia,2172114,TX000989
P131,2025-01-17 09:02:00,13517,Bubur Ayam Gerobak,Dining Out,Cash,,debit,Transaksi di Bubur Ayam Gerobak,10694612,TX000990
P069,2025-01-17 09:07:00,152715,Pecel Lele Lamongan,Dining Out,Debit,BCA,debit,Transaksi di Pecel Lele Lamongan,4971701,TX000991
P114,2025-01-17 09:20:00,138058,Toko Seragam,Fashion,Debit,BRI,debit,Transaksi di Toko Seragam,10219979,TX000992
P186,2025-01-17 09:20:00,5402038,Pasar Tanah Abang,Fashion,QRIS,BRI,debit,Transaksi di Pasar Tanah Abang,7095572,TX000993
P157,2025-01-17 09:33:00,159100,KFC,Dining Out,Cash,,debit,Transaksi di KFC,13319415,TX000994
P103,2025-01-17 09:39:00,44669,Pasar Tradisional,Groceries,QRIS,BRI,debit,Transaksi di Pasar Tradisional,7697237,TX000995
P119,2025-01-17 09:41:00,118635,Indomaret,Groceries,Debit,BCA,debit,Transaksi di Indomaret,7621997,TX000996
P015,2025-01-17 09:46:00,96213,Toko Bahan Kue,Groceries,Debit,Mandiri,debit,Transaksi di Toko Bahan Kue,1461910,TX000997
P032,2025-01-17 09:51:00,63768,Mondelez,Snacks,QRIS,BCA,debit,Transaksi di Mondelez,2625446,TX000998
P144,2025-01-17 10:48:00,58447,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,11556480,TX000999
P141,2025-01-17 10:57:00,56062,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,20842990,TX001000
P029,2025-01-17 11:20:00,378904,Zoya,Fashion,Debit,BRI,debit,Transaksi di Zoya,1462606,TX001001
P174,2025-01-17 11:43:00,602603,Pasar Tanah Abang,Fashion,Debit,BCA,debit,Transaksi di Pasar Tanah Abang,27078456,TX001002
P083,2025-01-17 12:04:00,39611,Warung Kelontong,Groceries,Debit,Mandiri,debit,Transaksi di Warung Kelontong,6506466,TX001003
P194,2025-01-17 12:12:00,73987,Otsuka,Snacks,Cash,,debit,Transaksi di Otsuka,32482693,TX001004
P177,2025-01-17 12:18:00,5137532,Zoya,Fashion,Cash,,debit,Transaksi di Zoya,20713809,TX001005
P039,2025-01-17 12:19:00,152727,PUBG Mobile,Entertainment,Transfer,BCA,debit,Transaksi di PUBG Mobile,2084171,TX001006
P173,2025-01-17 12:29:00,46329,Delfi,Snacks,QRIS,BCA,debit,Transaksi di Delfi,20990451,TX001007
P030,2025-01-17 12:40:00,79165,Meiji,Snacks,QRIS,BRI,debit,Transaksi di Meiji,3470917,TX001008
P179,2025-01-17 13:07:00,175537,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,56728929,TX001009
P015,2025-01-17 13:48:00,52983,Wings Food,Beverages,Debit,BRI,debit,Transaksi di Wings Food,1408927,TX001010
P038,2025-01-17 13:52:00,99421,GarudaFood,Snacks,Debit,Mandiri,debit,Transaksi di GarudaFood,6996349,TX001011
P053,2025-01-17 14:01:00,148474,HokBen,Dining Out,Debit,BRI,debit,Transaksi di HokBen,5781226,TX001012
P097,2025-01-17 14:15:00,26086,Cinema XXI (F&B),Entertainment,Transfer,BRI,debit,Transaksi di Cinema XXI (F&B),7131558,TX001013
P168,2025-01-17 14:16:00,3070530,Eiger Adventure,Fashion,Cash,,debit,Transaksi di Eiger Adventure,11769707,TX001014
P063,2025-01-17 14:55:00,576123,Aerostreet,Fashion,Debit,Mandiri,debit,Transaksi di Aerostreet,4354993,TX001015
P125,2025-01-17 15:17:00,248352,Make Over Official,Beauty Care,QRIS,BRI,debit,Transaksi di Make Over Official,11016082,TX001016
P184,2025-01-17 15:17:00,54088,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,18690134,TX001017
P037,2025-01-17 15:20:00,301064,Toko Bahan Kue,Groceries,Cash,,debit,Transaksi di Toko Bahan Kue,966429,TX001018
P193,2025-01-17 15:42:00,63589,Pasar Tradisional,Groceries,QRIS,Mandiri,debit,Transaksi di Pasar Tradisional,17907182,TX001019
P174,2025-01-17 16:11:00,19712,Warung Kelontong,Groceries,Debit,BRI,debit,Transaksi di Warung Kelontong,27058744,TX001020
P134,2025-01-17 16:40:00,67028,Toko Bahan Kue,Groceries,Cash,,debit,Transaksi di Toko Bahan Kue,18272422,TX001021
P004,2025-01-17 17:06:00,387099,Riot Games,Entertainment,Transfer,BCA,debit,Transaksi di Riot Games,2317920,TX001022
P011,2025-01-17 17:10:00,42264,Warung Kelontong,Groceries,Debit,BRI,debit,Transaksi di Warung Kelontong,4441348,TX001023
P003,2025-01-17 17:18:00,5782,Spotify,Entertainment,Transfer,Mandiri,debit,Transaksi di Spotify,2343060,TX001024
P116,2025-01-17 17:26:00,141374,Pasar Tradisional,Groceries,Debit,BRI,debit,Transaksi di Pasar Tradisional,8338247,TX001025
P086,2025-01-17 17:50:00,458036,McDonald's,Dining Out,Debit,BCA,debit,Transaksi di McDonald's,4625252,TX001026
P058,2025-01-17 17:53:00,178158,PlayStation,Entertainment,Transfer,BCA,debit,Transaksi di PlayStation,1722485,TX001027
P151,2025-01-17 18:33:00,5430,Spotify,Entertainment,Transfer,BNI,debit,Transaksi di Spotify,42735286,TX001028
P169,2025-01-17 18:35:00,17663343,Buttonscarves,Fashion,Cash,,debit,Transaksi di Buttonscarves,1194669,TX001029
P168,2025-01-17 18:38:00,3884621,Zoya,Fashion,Cash,,debit,Transaksi di Zoya,7885086,TX001030
P067,2025-01-17 19:08:00,477102,Taman Safari,Entertainment,Transfer,Mandiri,debit,Transaksi di Taman Safari,5411438,TX001031
P127,2025-01-17 19:09:00,398170,Baskin Robbins,Dining Out,QRIS,Mandiri,debit,Transaksi di Baskin Robbins,17464968,TX001032
P180,2025-01-17 19:10:00,56996,Cinema XXI (F&B),Entertainment,Transfer,Mandiri,debit,Transaksi di Cinema XXI (F&B),34618813,TX001033
P039,2025-01-17 19:14:00,50287,Modern Retail,Beverages,Debit,BRI,debit,Transaksi di Modern Retail,2033884,TX001034
P037,2025-01-17 19:14:00,138729,Roblox,Entertainment,Transfer,BRI,debit,Transaksi di Roblox,827700,TX001035
P045,2025-01-17 19:31:00,39985,Agen Le Minerale,Beverages,Debit,Mandiri,debit,Transaksi di Agen Le Minerale,1516358,TX001036
P118,2025-01-17 19:40:00,51881,Delfi,Snacks,Debit,BRI,debit,Transaksi di Delfi,3640087,TX001037
P092,2025-01-17 19:42:00,109336,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,8104681,TX001038
P131,2025-01-17 19:46:00,15570,Nissin,Snacks,Cash,,debit,Transaksi di Nissin,10679042,TX001039
P088,2025-01-17 19:53:00,62536,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,6705400,TX001040
P106,2025-01-17 19:53:00,154599,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,22693375,TX001041
P086,2025-01-17 19:57:00,28560,Kanzler,Frozen Food,Cash,,debit,Transaksi di Kanzler,4596692,TX001042
P194,2025-01-17 20:02:00,84100,Lotte Mart,Groceries,QRIS,Mandiri,debit,Transaksi di Lotte Mart,32398593,TX001043
P157,2025-01-17 20:05:00,309391,Janji Jiwa,Dining Out,QRIS,BRI,debit,Transaksi di Janji Jiwa,13010024,TX001044
